DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,AÑO
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573000.0,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2023.0,8.0,724411,246403.0,1435.54,jueves,2020-02-28 19:45:00,23.48,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109069.0,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2023.0,8.0,9476,811.0,40.46,domingo,2020-01-31 23:45:00,9.15,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023.0,8.0,97305,36072.0,223.52,lunes,2020-01-31 23:45:00,20.47,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023.0,8.0,6704,3015.0,32.51,viernes,2020-01-31 23:45:00,8.1,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2023.0,8.0,26153,10645.0,98.47,jueves,2020-02-27 19:00:00,12.14,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2023.0,8.0,1467829,390499.0,2911.7,miércoles,2020-02-27 19:00:00,23.5,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2023.0,8.0,36864,11207.0,134.38,jueves,2020-02-27 19:00:00,11.19,97.0,19:00:00,
VICHADA,99773.0,CUMARIBO,99773000.0,CUMARIBO (CUMARIBO - VICHADA),2023.0,8.0,347125,135511.0,710.6,jueves,2020-02-14 18:30:00,23.41,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023.0,8.0,2545390,801372.0,4807.44,viernes,2020-02-14 18:30:00,23.57,99.0,18:30:00,
AMAZONAS,91001.0,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2023.0,9.0,4243039,1148150.0,8592.46,jueves,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91798.0,TARAPACÁ (ANM),91798000.0,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2023.0,9.0,30097,13757.0,126.71,miércoles,2020-02-16 14:15:00,10.15,91.0,14:15:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873002.0,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023.0,9.0,5685,837.0,56.26,jueves,2020-01-23 21:45:00,6.18,5.0,21:45:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564.0,PROVIDENCIA,88564000.0,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023.0,9.0,1267626,271351.0,2213.59,martes,2020-02-28 19:00:00,24.0,88.0,19:00:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001.0,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023.0,9.0,19325897,5043518.0,33355.95,viernes,2020-02-28 19:00:00,24.0,88.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,9.0,73290,40608.0,226.64,viernes,2020-01-30 19:00:00,16.07,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001037.0,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,9.0,5539,2199.0,22.37,viernes,2020-01-30 19:00:00,10.32,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,9.0,9602,3063.0,53.73,jueves,2020-01-30 19:00:00,11.03,13.0,19:00:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRÁ,18150001.0,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023.0,9.0,19377,8471.0,101.43,sábado,2020-01-21 19:15:00,8.15,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023.0,9.0,7487,2719.0,36.58,martes,2020-01-21 19:15:00,11.08,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753009.0,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023.0,9.0,4945,2037.0,37.28,miércoles,2020-01-21 19:15:00,6.21,18.0,19:15:00,
CAUCA,19318.0,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2023.0,9.0,8078,3861.0,41.24,viernes,2020-01-15 18:45:00,8.52,19.0,18:45:00,
CAUCA,19318.0,GUAPI,19318013.0,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2023.0,9.0,10067,5540.0,57.09,domingo,2020-01-15 18:45:00,7.47,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418033.0,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2023.0,9.0,1623,302.0,33.84,miércoles,2020-01-15 18:45:00,3.04,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418038.0,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2023.0,9.0,1863,950.0,28.42,lunes,2020-01-15 18:45:00,5.48,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418009.0,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2023.0,9.0,3588,1366.0,36.0,sábado,2020-01-15 18:45:00,6.02,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418012.0,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2023.0,9.0,4374,1225.0,46.85,viernes,2020-01-15 18:45:00,3.52,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418015.0,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2023.0,9.0,464,261.0,7.36,jueves,2020-01-15 18:45:00,5.13,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACÓN (TIMBIQUÍ - CAUCA),2023.0,9.0,3824,1089.0,24.16,martes,2020-01-15 18:45:00,7.01,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2023.0,9.0,6311,4448.0,30.72,martes,2020-01-15 18:45:00,8.16,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023.0,9.0,34702,11795.0,188.32,sábado,2020-01-15 18:45:00,7.38,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023.0,9.0,4668,1823.0,20.21,jueves,2020-01-15 18:45:00,9.01,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2023.0,9.0,711384,218142.0,1549.5,miércoles,2020-01-17 20:45:00,19.56,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDÓ (PIE DE PATO),27025000.0,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2023.0,9.0,52092,17610.0,123.11,martes,2020-01-17 20:45:00,23.36,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2023.0,9.0,469697,187068.0,1258.84,miércoles,2020-01-17 20:45:00,18.36,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2023.0,9.0,53501,17298.0,133.69,miércoles,2020-01-17 20:45:00,23.56,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023.0,9.0,176881,68700.0,374.09,miércoles,2020-01-17 20:45:00,22.5,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077029.0,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023.0,9.0,891,361.0,5.99,lunes,2020-01-17 20:45:00,6.24,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077026.0,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023.0,9.0,5951,3174.0,34.25,miércoles,2020-01-17 20:45:00,8.37,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023.0,9.0,217962,87272.0,483.12,domingo,2020-01-17 20:45:00,21.11,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2023.0,9.0,5577,2430.0,24.46,sábado,2020-01-17 20:45:00,10.33,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023.0,9.0,99956,33966.0,242.05,martes,2020-01-17 20:45:00,17.02,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099030.0,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2023.0,9.0,7157,3199.0,37.05,sábado,2020-01-17 20:45:00,9.17,27.0,20:45:00,
CHOCO,27372.0,JURADÓ,27372000.0,JURADÓ (JURAÓ - CHOCÓ),2023.0,9.0,186721,66774.0,355.68,sábado,2020-01-17 20:45:00,23.25,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2023.0,9.0,13876,9065.0,56.0,viernes,2020-01-17 20:45:00,11.55,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495011.0,PUERTO JAGUA (NUQUÍ - CHOCÓ),2023.0,9.0,301,142.0,5.57,sábado,2020-01-17 20:45:00,7.11,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495003.0,JURUBIRA (NUQUÍ - CHOCÓ),2023.0,9.0,0,0.0,0.0,viernes,2020-01-17 20:45:00,0.0,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2023.0,9.0,609,218.0,40.99,viernes,2020-01-17 20:45:00,0.37,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2023.0,9.0,26277,9834.0,88.63,jueves,2020-01-17 20:45:00,12.05,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2023.0,9.0,15488,3777.0,93.28,viernes,2020-01-17 20:45:00,7.46,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2023.0,9.0,459409,153081.0,1007.95,sábado,2020-01-17 20:45:00,21.57,27.0,20:45:00,
GUAINIA,94343.0,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2023.0,9.0,69541,20238.0,213.17,viernes,2020-02-01 18:45:00,15.58,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2023.0,9.0,2188460,666831.0,4387.68,viernes,2020-02-01 18:45:00,24.0,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2023.0,9.0,90236,31623.0,221.32,miércoles,2020-02-15 19:15:00,18.23,95.0,19:15:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2023.0,9.0,46427,10572.0,260.64,miércoles,2020-01-11 19:30:00,9.22,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2023.0,9.0,91551,32765.0,179.58,sábado,2020-01-22 19:00:00,23.12,47.0,19:00:00,
META,50325.0,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2023.0,9.0,176417,67186.0,372.24,viernes,2020-01-08 18:30:00,23.3,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2023.0,9.0,3671,1478.0,105.6,viernes,2020-01-31 18:45:00,4.31,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023.0,9.0,2463,2059.0,28.54,miércoles,2020-01-31 18:45:00,4.2,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250022.0,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2023.0,9.0,4847,2274.0,30.8,sábado,2020-01-31 18:45:00,7.31,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250005.0,LAS MERCEDES (EL CHARCO - NARIÑO),2023.0,9.0,2047,1154.0,16.38,jueves,2020-01-31 18:45:00,5.53,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2023.0,9.0,13058,3290.0,56.0,viernes,2020-01-31 18:45:00,9.26,52.0,18:45:00,
NARIÑO,52520.0,FRANCISCO PIZARRO,52520013.0,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023.0,9.0,4796,2767.0,25.66,sábado,2020-01-31 18:45:00,8.04,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2023.0,9.0,2178,556.0,12.48,viernes,2020-01-31 18:45:00,8.26,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2023.0,9.0,7913,2527.0,55.62,jueves,2020-01-31 18:45:00,7.17,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2023.0,9.0,7456,2618.0,39.12,jueves,2020-01-31 18:45:00,10.28,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2023.0,9.0,4873,3594.0,30.72,domingo,2020-01-31 18:45:00,7.46,52.0,18:45:00,
NARIÑO,52427.0,MAGÜÍ,52427013.0,LA LOMA (MAGÜÍ - NARIÑO),2023.0,9.0,411,259.0,6.26,miércoles,2020-01-31 18:45:00,2.38,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023.0,9.0,2264,645.0,17.16,domingo,2020-01-31 18:45:00,5.3,52.0,18:45:00,
NARIÑO,52621.0,ROBERTO PAYAN,52621912.0,TAMAJE (ROBERTO PAYAN - NARIÑO),2023.0,9.0,0,0.0,0.0,viernes,2020-01-31 18:45:00,0.0,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2023.0,9.0,6565,2336.0,55.2,sábado,2020-01-31 18:45:00,5.34,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2023.0,9.0,17106,6478.0,118.4,martes,2020-01-31 18:45:00,6.58,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696014.0,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023.0,9.0,3536,4482.0,22.43,miércoles,2020-01-31 18:45:00,6.3,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696022.0,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023.0,9.0,2577,1678.0,13.22,lunes,2020-01-31 18:45:00,8.01,52.0,18:45:00,
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573000.0,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2023.0,9.0,922045,282787.0,2121.68,miércoles,2020-02-28 19:45:00,23.49,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109069.0,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2023.0,9.0,8682,788.0,38.94,miércoles,2020-01-31 23:45:00,9.28,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023.0,9.0,102484,37620.0,230.91,sábado,2020-01-31 23:45:00,23.15,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023.0,9.0,6728,3043.0,32.67,sábado,2020-01-31 23:45:00,8.18,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2023.0,9.0,26394,11449.0,96.89,lunes,2020-02-27 19:00:00,11.3,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2023.0,9.0,1459409,381350.0,3011.0,miércoles,2020-02-27 19:00:00,23.59,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2023.0,9.0,33310,10042.0,147.05,jueves,2020-02-27 19:00:00,10.22,97.0,19:00:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023.0,9.0,2469683,775651.0,5026.56,jueves,2020-02-14 18:30:00,23.52,99.0,18:30:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418012.0,SAN ANTONIO DE CHUARE (LÓPEZ DE MICAY - CAUCA),2023.0,10.0,5157,1442.0,47.52,Viernes,2020-01-15 18:45:00,4.23,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418015.0,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2023.0,10.0,963,543.0,7.9,Sábado,2020-01-15 18:45:00,4.59,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418019.0,ZARAGOZA (LÓPEZ DE MICAY - CAUCA),2023.0,10.0,11867,4348.0,63.71,Martes,2020-01-15 18:45:00,9.02,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACON (TIMBIQUÍ - CAUCA),2023.0,10.0,4173,1126.0,24.88,Miércoles,2020-01-15 18:45:00,7.0,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809010.0,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2023.0,10.0,4718,1837.0,29.25,Martes,2020-01-15 18:45:00,6.21,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2023.0,10.0,6391,4618.0,30.4,Jueves,2020-01-15 18:45:00,8.13,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809026.0,LOS BRAZOS (TIMBIQUÍ - CAUCA),2023.0,10.0,1184,509.0,35.09,Domingo,2020-01-15 18:45:00,1.18,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023.0,10.0,36433,12356.0,183.04,Sábado,2020-01-15 18:45:00,8.11,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809007.0,SAN JOSE (TIMBIQUÍ - CAUCA),2023.0,10.0,6085,4542.0,33.43,Sábado,2020-01-15 18:45:00,7.15,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023.0,10.0,2538,1245.0,24.14,Martes,2020-01-15 18:45:00,4.23,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2023.0,10.0,680242,209846.0,1568.16,Martes,2020-01-17 20:45:00,19.54,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006007.0,SAN FRANCISCO (ACANDÍ - CHOCÓ),2023.0,10.0,16326,7518.0,79.44,Viernes,2020-01-17 20:45:00,9.01,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDO,27025000.0,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2023.0,10.0,52904,18617.0,165.0,Martes,2020-01-17 20:45:00,23.31,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2023.0,10.0,519925,227459.0,1265.0,Viernes,2020-01-17 20:45:00,22.12,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2023.0,10.0,50118,19327.0,117.06,Viernes,2020-01-17 20:45:00,23.58,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023.0,10.0,187874,70470.0,366.43,Jueves,2020-01-17 20:45:00,23.46,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077008.0,ORPUA (BAJO BAUDÓ - CHOCÓ),2023.0,10.0,1055,577.0,6.88,Sábado,2020-01-17 20:45:00,9.0,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077000.0,PIZARRO (BAJO BAUDÓ - CHOCÓ),2023.0,10.0,194991,83607.0,523.78,Miércoles,2020-01-17 20:45:00,18.17,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077016.0,SIVIRU (BAJO BAUDÓ - CHOCÓ),2023.0,10.0,9200,3435.0,42.44,Miércoles,2020-01-17 20:45:00,10.15,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077019.0,VIRUDO (BAJO BAUDÓ - CHOCÓ),2023.0,10.0,6933,3136.0,30.74,Jueves,2020-01-17 20:45:00,9.18,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099005.0,NAPIPI (BOJAYÁ - CHOCÓ),2023.0,10.0,11342,3850.0,64.0,Viernes,2020-01-17 20:45:00,7.26,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2023.0,10.0,86493,46728.0,221.1,Miércoles,2020-01-17 20:45:00,17.02,27.0,20:45:00,
CHOCO,27372.0,JURADO,27372000.0,JURADO (JURADO - CHOCÓ),2023.0,10.0,163692,59810.0,432.64,Jueves,2020-01-17 20:45:00,20.0,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425000.0,BETE (MEDIO ATRATO - CHOCÓ),2023.0,10.0,15509,10252.0,52.0,Martes,2020-01-17 20:45:00,13.04,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425008.0,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2023.0,10.0,428,179.0,15.6,Martes,2020-01-17 20:45:00,1.04,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495011.0,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2023.0,10.0,924,418.0,5.81,Jueves,2020-01-17 20:45:00,7.33,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2023.0,10.0,6265,2407.0,46.87,Domingo,2020-01-17 20:45:00,5.58,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2023.0,10.0,26681,9993.0,99.77,Sábado,2020-01-17 20:45:00,12.01,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2023.0,10.0,16500,4101.0,94.69,Domingo,2020-01-17 20:45:00,8.06,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2023.0,10.0,442694,147903.0,1059.17,Jueves,2020-01-17 20:45:00,20.35,27.0,20:45:00,
GUAINIA,94343.0,BARRANCO MINAS,94343000.0,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2023.0,10.0,87969,25794.0,229.13,Jueves,2020-02-01 18:45:00,16.19,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2023.0,10.0,2339693,709953.0,4495.04,Miércoles,2020-02-01 18:45:00,24.0,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2023.0,10.0,96608,30631.0,224.4,Lunes,2020-02-15 19:15:00,18.42,95.0,19:15:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2023.0,10.0,99100,40555.0,196.42,Martes,2020-01-22 19:00:00,22.11,47.0,19:00:00,
META,50325.0,MAPIRIPAN,50325000.0,MAPIRIPAN (MAPIRIPAN - META),2023.0,10.0,190143,71194.0,387.2,Miércoles,2020-01-08 18:30:00,23.49,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250016.0,ALTERON - URIBE URIBE (EL CHARCO - NARIÑO),2023.0,10.0,913,553.0,9.12,Domingo,2020-01-31 18:45:00,4.24,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZAN (EL CHARCO - NARIÑO),2023.0,10.0,19613,7928.0,105.6,Jueves,2020-01-31 18:45:00,7.26,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250003.0,BOLIVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023.0,10.0,3797,3522.0,26.62,Viernes,2020-01-31 18:45:00,5.52,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250022.0,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2023.0,10.0,6344,2942.0,30.02,Lunes,2020-01-31 18:45:00,8.12,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250005.0,LAS MERCEDES (EL CHARCO - NARIÑO),2023.0,10.0,1070,485.0,9.79,Jueves,2020-01-31 18:45:00,4.44,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSE DEL TAPAJE (EL CHARCO - NARIÑO),2023.0,10.0,12740,3764.0,64.0,Martes,2020-01-31 18:45:00,8.45,52.0,18:45:00,
