DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,CATEGORIA_ZNI
CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,8794,4993,60.8,Viernes,2020-01-17 20:45:00,5.41,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,2,5456,1481,57.6,Viernes,2020-01-17 20:45:00,4.45,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,2,63323,31591,182.16,Viernes,2020-01-17 20:45:00,16.37,27,20:45:00,2
CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,2,5435,1940,68.0,Viernes,2020-01-17 20:45:00,4.38,27,20:45:00,0
CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,2,2394,800,11.21,Viernes,2020-01-17 20:45:00,11.38,27,20:45:00,0
CHOCO,27495,NUQUI,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,2,186164,60988,527.3,Viernes,2020-01-17 20:45:00,19.0,27,20:45:00,2
CHOCO,27745,SIPI,27745000,SIPÍ (SIPÍ - CHOCO),2020,2,11522,3225,79.2,Viernes,2020-01-17 20:45:00,6.15,27,20:45:00,0
CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,2,16006,6578,81.56,Viernes,2020-01-17 20:45:00,8.17,27,20:45:00,0
CHOCO,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,2,5694,1292,59.74,Viernes,2020-01-17 20:45:00,4.06,27,20:45:00,0
CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,2,8792,3817,67.06,Viernes,2020-01-17 20:45:00,5.2,27,20:45:00,0
CHOCO,27800,UNGUIA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,2,254854,93090,787.6,Viernes,2020-01-17 20:45:00,15.56,27,20:45:00,2
GUAINIA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,2,35493,12294,171.93,Sábado,2020-02-01 18:45:00,9.34,94,18:45:00,0
GUAINIA,94001,INIRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,2,1675109,565034,3199.68,Sábado,2020-02-01 18:45:00,23.56,94,18:45:00,2
GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,2,78132,28048,212.08,Sábado,2020-02-15 19:15:00,18.28,95,19:15:00,2
LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,2,28110,12702,223.44,Sábado,2020-01-11 19:30:00,6.11,44,19:30:00,0
MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,2,88621,32499,186.75,Miércoles,2020-01-22 19:00:00,23.34,47,19:00:00,2
META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,2,135154,54443,311.52,Miércoles,2020-01-08 18:30:00,23.01,50,18:30:00,2
NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,2,19205,8765,105.6,Viernes,2020-01-31 18:45:00,7.22,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020,2,5736,1889,33.66,Viernes,2020-01-31 18:45:00,6.54,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020,2,16180,4004,96.0,Viernes,2020-01-31 18:45:00,7.09,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,2,7313,1758,68.54,Viernes,2020-01-31 18:45:00,4.36,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020,2,5760,1917,30.52,Viernes,2020-01-31 18:45:00,8.27,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,2,3772,2320,34.11,Viernes,2020-01-31 18:45:00,6.08,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2020,2,5903,1146,33.98,Viernes,2020-01-31 18:45:00,7.41,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020,2,3266,634,21.67,Viernes,2020-01-31 18:45:00,5.52,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,2,5300,1698,45.12,Viernes,2020-01-31 18:45:00,4.47,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,2,8950,1417,57.6,Viernes,2020-01-31 18:45:00,7.02,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,2,4599,1354,136.84,Viernes,2020-01-31 18:45:00,1.26,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2020,2,19206,11315,84.0,Viernes,2020-01-31 18:45:00,10.29,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,2,3721,1332,18.62,Viernes,2020-01-31 18:45:00,9.43,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020,2,18939,14210,147.2,Viernes,2020-01-31 18:45:00,6.08,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2020,2,1082,278,30.56,Viernes,2020-01-31 18:45:00,1.24,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2020,2,4071,4702,27.49,Viernes,2020-01-31 18:45:00,5.44,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696017,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020,2,5168,2452,38.52,Viernes,2020-01-31 18:45:00,5.37,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,2,3342,1620,28.8,Viernes,2020-02-28 19:45:00,5.47,86,19:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,2,779919,282489,1996.72,Viernes,2020-02-28 19:45:00,20.05,86,19:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,2,44375,14156,264.7,Viernes,2020-01-31 23:45:00,6.49,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,2,7245,3758,37.15,Viernes,2020-01-31 23:45:00,8.34,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,2,25277,9295,104.72,Jueves,2020-02-27 19:00:00,12.14,97,19:00:00,0
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,2,1233505,370019,2597.37,Jueves,2020-02-27 19:00:00,23.51,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,2,19748,6563,104.98,Jueves,2020-02-27 19:00:00,7.59,97,19:00:00,0
VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,2,268753,113806,624.36,Viernes,2020-02-14 18:30:00,19.35,99,18:30:00,2
VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,2,357737,181789,740.6,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,2,13438,5547,127.95,Viernes,2020-02-14 18:30:00,5.09,99,18:30:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,2,2436390,791280,4614.72,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020,2,125530,60239,350.93,Viernes,2020-02-14 18:30:00,15.51,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,3,3839111,1211482,7652.86,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,3,106517,37768,222.29,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,3,24212,9387,92.79,Domingo,2020-02-16 14:15:00,10.15,91,14:15:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,3,6090,1714,82.4,Jueves,2020-01-23 21:45:00,4.57,5,21:45:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,3,4553,629,61.34,Jueves,2020-01-23 21:45:00,5.07,5,21:45:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,3,58679,20082,327.01,Jueves,2020-01-23 21:45:00,7.08,5,21:45:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,3,961008,333479,1621.05,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,2
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,3,14988116,4356763,28423.96,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,3,14733,8124,112.82,Jueves,2020-01-30 19:00:00,5.04,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,3,6799,3093,24.24,Jueves,2020-01-30 19:00:00,13.18,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,3,13572,4807,43.84,Jueves,2020-01-30 19:00:00,13.35,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,3,14852,6836,91.62,Martes,2020-01-21 19:15:00,7.12,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,3,12440,5686,40.39,Martes,2020-01-21 19:15:00,18.07,18,19:15:00,2
CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,3,13266,7187,100.16,Domingo,2020-02-23 19:00:00,5.25,85,19:00:00,0
CAUCA,19418,LOPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,3,2942,987,26.14,Miércoles,2020-01-15 18:45:00,4.34,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,3,8776,3744,59.97,Miércoles,2020-01-15 18:45:00,7.0,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,3,2806,453,28.53,Miércoles,2020-01-15 18:45:00,3.45,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,3,4940,1463,40.42,Miércoles,2020-01-15 18:45:00,4.45,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,3,4852,2804,33.8,Miércoles,2020-01-15 18:45:00,5.26,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,3,6597,4069,44.45,Miércoles,2020-01-15 18:45:00,5.48,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,3,5044,1744,75.9,Miércoles,2020-01-15 18:45:00,2.35,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,3,366149,166480,1095.6,Viernes,2020-01-17 20:45:00,15.5,27,20:45:00,2
CHOCO,27006,ACANDI,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2020,3,194503,82121,596.99,Viernes,2020-01-17 20:45:00,15.09,27,20:45:00,2
CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,3,47621,13704,124.78,Viernes,2020-01-17 20:45:00,18.02,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,3,593080,175230,1254.44,Viernes,2020-01-17 20:45:00,23.46,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,3,61366,25605,140.0,Viernes,2020-01-17 20:45:00,23.39,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,3,133948,64294,365.64,Viernes,2020-01-17 20:45:00,20.57,27,20:45:00,2
CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,3,189549,85173,434.54,Viernes,2020-01-17 20:45:00,20.18,27,20:45:00,2
CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,3,94386,35707,231.57,Viernes,2020-01-17 20:45:00,17.39,27,20:45:00,2
CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,3,14449,5728,76.8,Viernes,2020-01-17 20:45:00,8.17,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,3,11222,3813,64.0,Viernes,2020-01-17 20:45:00,6.38,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,3,5881,1594,48.0,Viernes,2020-01-17 20:45:00,4.4,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,3,44989,21785,178.46,Viernes,2020-01-17 20:45:00,11.51,27,20:45:00,0
CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,3,5456,2011,76.0,Viernes,2020-01-17 20:45:00,3.57,27,20:45:00,0
CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,3,62,28,4.76,Viernes,2020-01-17 20:45:00,0.33,27,20:45:00,0
CHOCO,27495,NUQUI,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,3,241530,80172,493.86,Viernes,2020-01-17 20:45:00,23.54,27,20:45:00,2
CHOCO,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,3,1588,361,51.36,Viernes,2020-01-17 20:45:00,1.12,27,20:45:00,0
CHOCO,27745,SIPI,27745000,SIPÍ (SIPÍ - CHOCO),2020,3,10875,3018,79.2,Viernes,2020-01-17 20:45:00,5.36,27,20:45:00,0
CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,3,16260,6912,79.9,Viernes,2020-01-17 20:45:00,8.13,27,20:45:00,0
CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,3,8934,4029,69.26,Viernes,2020-01-17 20:45:00,5.03,27,20:45:00,0
CHOCO,27800,UNGUIA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,3,271414,98644,792.0,Viernes,2020-01-17 20:45:00,15.46,27,20:45:00,2
GUAINIA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,3,43377,15928,174.59,Sábado,2020-02-01 18:45:00,10.52,94,18:45:00,0
GUAINIA,94001,INIRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,3,1710924,577847,3109.92,Sábado,2020-02-01 18:45:00,24.0,94,18:45:00,2
GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,3,83195,29350,208.12,Sábado,2020-02-15 19:15:00,18.44,95,19:15:00,2
LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,3,28515,12349,229.68,Sábado,2020-01-11 19:30:00,5.47,44,19:30:00,0
MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,3,91439,33165,177.6,Miércoles,2020-01-22 19:00:00,23.36,47,19:00:00,2
META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,3,140126,57139,291.28,Miércoles,2020-01-08 18:30:00,23.4,50,18:30:00,2
NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,3,18583,9308,105.6,Viernes,2020-01-31 18:45:00,6.47,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250003,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2020,3,3975,2723,21.63,Viernes,2020-01-31 18:45:00,6.55,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020,3,16234,3888,96.0,Viernes,2020-01-31 18:45:00,6.42,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,3,5352,1313,67.07,Viernes,2020-01-31 18:45:00,3.13,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020,3,6246,2414,34.08,Viernes,2020-01-31 18:45:00,7.42,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,3,3460,2044,36.96,Viernes,2020-01-31 18:45:00,5.04,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2020,3,5653,1305,35.1,Viernes,2020-01-31 18:45:00,7.11,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020,3,4133,812,21.46,Viernes,2020-01-31 18:45:00,7.09,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,3,6651,2071,44.47,Viernes,2020-01-31 18:45:00,5.46,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,3,8473,1544,55.2,Viernes,2020-01-31 18:45:00,6.14,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2020,3,21146,12534,92.0,Viernes,2020-01-31 18:45:00,10.08,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,3,3753,1337,17.12,Viernes,2020-01-31 18:45:00,8.5,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020,3,25614,24158,144.0,Viernes,2020-01-31 18:45:00,8.41,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696017,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020,3,6109,3029,38.92,Viernes,2020-01-31 18:45:00,5.58,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,3,3463,1727,25.6,Viernes,2020-02-28 19:45:00,5.47,86,19:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,3,955883,320210,1808.58,Viernes,2020-02-28 19:45:00,23.58,86,19:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,3,49768,17165,258.19,Viernes,2020-01-31 23:45:00,7.22,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,3,7256,8306,37.79,Viernes,2020-01-31 23:45:00,7.19,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,3,25773,9265,97.86,Jueves,2020-02-27 19:00:00,12.14,97,19:00:00,0
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,3,1302115,384470,2676.0,Jueves,2020-02-27 19:00:00,24.0,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,3,31036,10140,116.69,Jueves,2020-02-27 19:00:00,11.05,97,19:00:00,0
VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,3,304957,127484,660.88,Viernes,2020-02-14 18:30:00,20.36,99,18:30:00,2
VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,3,383711,196027,750.66,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,3,24368,12827,128.3,Viernes,2020-02-14 18:30:00,8.48,99,18:30:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,3,2628844,841122,4602.4,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020,3,152772,76597,384.14,Viernes,2020-02-14 18:30:00,19.02,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,4,3205010,1024790,6000.86,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,4,93654,32823,199.06,Domingo,2020-02-16 14:15:00,23.57,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,4,21751,8627,87.3,Domingo,2020-02-16 14:15:00,10.15,91,14:15:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,4,5709,1776,43.94,Jueves,2020-01-23 21:45:00,5.29,5,21:45:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,4,4612,588,45.09,Jueves,2020-01-23 21:45:00,4.58,5,21:45:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,4,83515,30671,305.54,Jueves,2020-01-23 21:45:00,11.18,5,21:45:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,4,920985,316309,1521.5,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,2
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,4,11374994,3352613,18753.09,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,4,12009,6651,118.81,Jueves,2020-01-30 19:00:00,4.14,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,4,7814,3342,23.66,Jueves,2020-01-30 19:00:00,14.47,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,4,10187,3321,47.04,Jueves,2020-01-30 19:00:00,9.12,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,4,12198,5968,77.82,Martes,2020-01-21 19:15:00,6.42,18,19:15:00,0
