DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,CATEGORIA_ZNI
NARIÑO,52427,MAGÜI,52427005,GUILPI,2023,1,560,293,9.44,Viernes,2020-01-31 18:45:00,2.14,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427013,LA LOMA (MAGÜÍ - NARIÑO),2023,1,214,77,7.37,Viernes,2020-01-31 18:45:00,1.04,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023,1,2697,750,16.34,Viernes,2020-01-31 18:45:00,6.15,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2023,1,4078,1550,57.6,Viernes,2020-01-31 18:45:00,3.11,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,1,3243,5880,22.08,Viernes,2020-01-31 18:45:00,6.03,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,1,3516,1230,17.4,Viernes,2020-01-31 18:45:00,9.17,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2023,1,3600,1998,25.6,Viernes,2020-02-28 19:45:00,6.31,86,19:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2023,1,918204,315113,1861.38,Viernes,2020-02-28 19:45:00,23.21,86,19:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,PITAL (BUENAVENTURA - VALLE DEL CAUCA),2023,1,2285,338,16.08,Viernes,2020-01-31 23:45:00,5.41,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023,1,95242,32691,191.31,Viernes,2020-01-31 23:45:00,23.23,76,23:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109081,PUNTA BONITA,2023,1,5717,5674,24.12,Viernes,2020-01-31 23:45:00,10.01,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109030,PUNTA SOLDADO (BUENAVENTURA - VALLE DEL CAUCA),2023,1,3171,1093,24.15,Viernes,2020-01-31 23:45:00,7.2,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023,1,6512,2720,33.73,Viernes,2020-01-31 23:45:00,8.0,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2023,1,7517,2252,77.0,Jueves,2020-02-27 19:00:00,4.15,97,19:00:00,0
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2023,1,1322910,390376,2720.12,Jueves,2020-02-27 19:00:00,23.49,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2023,1,30270,10067,114.75,Jueves,2020-02-27 19:00:00,11.18,97,19:00:00,0
VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2023,1,356138,140426,671.15,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2023,1,34850,13410,97.33,Viernes,2020-02-14 18:30:00,14.15,99,18:30:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023,1,2362492,797366,4348.96,Viernes,2020-02-14 18:30:00,23.59,99,18:30:00,2
VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2023,1,143364,71818,327.07,Viernes,2020-02-14 18:30:00,18.04,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2023,2,3393306,960122,7103.01,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2023,2,104321,36516,222.64,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2023,2,24754,11145,101.1,Domingo,2020-02-16 14:15:00,10.17,91,14:15:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023,2,4704,821,50.4,Jueves,2020-01-23 21:45:00,6.3,5,21:45:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023,2,987913,214623,1774.96,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,2
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023,2,14723182,4048813,27871.84,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,2,46350,28186,182.16,Jueves,2020-01-30 19:00:00,10.2,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023,2,5151,2024,18.37,Jueves,2020-01-30 19:00:00,13.13,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,2,7764,2349,32.45,Jueves,2020-01-30 19:00:00,11.03,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,2,18931,7358,96.27,Martes,2020-01-21 19:15:00,9.05,18,19:15:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,2,3129,1511,40.52,Martes,2020-01-21 19:15:00,3.31,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,2,14153,5633,46.15,Martes,2020-01-21 19:15:00,17.41,18,19:15:00,2
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,2,4482,2181,44.54,Martes,2020-01-21 19:15:00,4.41,18,19:15:00,0
META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2023,2,163943,62426,346.72,Miércoles,2020-01-08 18:30:00,23.58,50,18:30:00,2
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,2,5518,2299,49.08,Martes,2020-01-21 19:15:00,5.45,18,19:15:00,0
CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2023,2,7523,3597,40.18,Miércoles,2020-01-15 18:45:00,8.56,19,18:45:00,0
CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2023,2,11032,5802,54.26,Miércoles,2020-01-15 18:45:00,9.05,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418011,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2023,2,881,292,23.62,Miércoles,2020-01-15 18:45:00,1.45,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2023,2,2894,1428,28.26,Miércoles,2020-01-15 18:45:00,4.42,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2023,2,5821,1768,44.61,Miércoles,2020-01-15 18:45:00,5.54,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2023,2,3457,909,25.76,Lunes,2020-01-27 14:15:00,5.57,19,14:15:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2023,2,5534,3828,32.28,Miércoles,2020-01-15 18:45:00,7.12,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2023,2,8111,3623,43.51,Miércoles,2020-01-15 18:45:00,8.4,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023,2,0,0,0.0,Miércoles,2020-01-15 18:45:00,0.0,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023,2,3110,1440,22.63,Miércoles,2020-01-15 18:45:00,5.53,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2023,2,606674,194174,1196.62,Viernes,2020-01-17 20:45:00,22.35,27,20:45:00,2
CHOCO,27006,ACANDI,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2023,2,15260,5670,111.02,Viernes,2020-01-17 20:45:00,6.0,27,20:45:00,0
CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2023,2,48164,15826,140.1,Viernes,2020-01-17 20:45:00,23.19,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023,2,148952,57647,363.0,Viernes,2020-01-17 20:45:00,22.58,27,20:45:00,2
CHOCO,27077,BAJO BAUDO (PIZARRO),27077029,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,2,986,279,8.02,Viernes,2020-01-17 20:45:00,6.23,27,20:45:00,0
CHOCO,27077,BAJO BAUDO (PIZARRO),27077026,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,2,5614,2507,38.16,Viernes,2020-01-17 20:45:00,7.58,27,20:45:00,0
CHOCO,27077,BAJO BAUDO (PIZARRO),27077011,PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,2,3654,2233,32.0,Viernes,2020-01-17 20:45:00,5.31,27,20:45:00,0
CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023,2,185116,79700,512.69,Viernes,2020-01-17 20:45:00,21.13,27,20:45:00,2
CHOCO,27077,BAJO BAUDO (PIZARRO),27077016,SIVIRU (BAJO BAUDÓ - CHOCÓ),2023,2,6539,2563,39.68,Viernes,2020-01-17 20:45:00,8.27,27,20:45:00,0
CHOCO,27077,BAJO BAUDO (PIZARRO),27077916,TERRON (BAJO BAUDÓ - CHOCÓ),2023,2,4302,2008,63.36,Viernes,2020-01-17 20:45:00,8.0,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023,2,88854,26915,254.81,Viernes,2020-01-17 20:45:00,16.15,27,20:45:00,2
CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023,2,11318,5612,67.2,Viernes,2020-01-17 20:45:00,7.31,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099030,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2023,2,7573,3320,35.19,Viernes,2020-01-17 20:45:00,9.57,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250002,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,2,2032,663,17.86,Viernes,2020-01-17 20:45:00,5.07,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,2,65461,37421,207.64,Viernes,2020-01-17 20:45:00,20.3,27,20:45:00,2
CHOCO,27372,JURADO,27372000,JURADÓ (JURADÓ - CHOCÓ),2023,2,158692,65712,322.4,Viernes,2020-01-17 20:45:00,23.43,27,20:45:00,2
CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2023,2,16021,8377,64.0,Viernes,2020-01-17 20:45:00,12.37,27,20:45:00,0
CHOCO,27425,MEDIO ATRATO (BETE),27425008,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2023,2,477,198,15.29,Viernes,2020-01-17 20:45:00,1.23,27,20:45:00,0
CHOCO,27450,MEDIO SAN JUAN,27450016,MACEDONIA (MEDIO SAN JUAN - CHOCÓ),2023,2,0,0,0.0,Viernes,2020-01-17 20:45:00,0.0,27,20:45:00,0
CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2023,2,626,338,7.01,Viernes,2020-01-17 20:45:00,5.24,27,20:45:00,0
CHOCO,27495,NUQUI,27495003,JURUBIRA (NUQUÍ - CHOCÓ),2023,2,15883,7758,61.15,Viernes,2020-01-17 20:45:00,12.3,27,20:45:00,0
CHOCO,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2023,2,8980,3268,50.76,Viernes,2020-01-17 20:45:00,8.34,27,20:45:00,0
CHOCO,27615,RIOSUCIO,27615912,MARCIAL (RIOSUCIO - CHOCÓ),2023,2,0,0,0.0,Viernes,2020-01-17 20:45:00,0.0,27,20:45:00,0
CHOCO,27615,RIOSUCIO,27615930,PEÑAS BLANCAS (RIOSUCIO - CHOCÓ),2023,2,20,7,1.59,Viernes,2020-01-17 20:45:00,0.0,27,20:45:00,0
CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUÍA - CHOCÓ),2023,2,20033,8171,78.98,Viernes,2020-01-17 20:45:00,11.03,27,20:45:00,0
CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2023,2,15726,3837,91.96,Viernes,2020-01-17 20:45:00,9.04,27,20:45:00,0
CHOCO,27800,UNGUIA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2023,2,383819,136573,821.57,Viernes,2020-01-17 20:45:00,22.18,27,20:45:00,2
GUAINIA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2023,2,59800,16912,187.39,Sábado,2020-02-01 18:45:00,16.04,94,18:45:00,2
GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2023,2,75587,24768,201.96,Sábado,2020-02-15 19:15:00,17.45,95,19:15:00,2
LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2023,2,59448,11174,300.29,Sábado,2020-01-11 19:30:00,10.29,44,19:30:00,0
MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2023,2,90744,33211,203.14,Miércoles,2020-01-22 19:00:00,23.26,47,19:00:00,2
NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2023,2,20734,7517,91.2,Viernes,2020-01-31 18:45:00,9.36,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250003,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023,2,3442,2679,23.71,Viernes,2020-01-31 18:45:00,6.34,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2023,2,10590,3974,56.0,Viernes,2020-01-31 18:45:00,8.57,52,18:45:00,0
NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023,2,1004,617,24.8,Viernes,2020-01-31 18:45:00,1.59,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2023,2,2089,675,11.87,Viernes,2020-01-31 18:45:00,8.55,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2023,2,5973,2187,42.66,Viernes,2020-01-31 18:45:00,7.21,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2023,2,4165,2330,37.76,Viernes,2020-01-31 18:45:00,6.36,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427901,ALTO ESTERO (MAGÜÍ - NARIÑO),2023,2,660,191,13.33,Viernes,2020-01-31 18:45:00,2.01,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427015,BRISAS DE HAMBURGO (MAGÜÍ - NARIÑO),2023,2,1992,660,21.69,Viernes,2020-01-31 18:45:00,4.23,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427913,LA ISLA (MAGÜÍ - NARIÑO),2023,2,129,62,6.55,Viernes,2020-01-31 18:45:00,78.0,52,18:45:00,2
NARIÑO,52427,MAGÜI,52427013,LA LOMA (MAGÜÍ - NARIÑO),2023,2,575,170,7.04,Viernes,2020-01-31 18:45:00,3.28,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427915,LAS LAJAS (MAGÜÍ - NARIÑO),2023,2,2569,774,18.31,Viernes,2020-01-31 18:45:00,6.15,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023,2,2493,688,18.62,Viernes,2020-01-31 18:45:00,6.17,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2023,2,8340,3293,55.2,Viernes,2020-01-31 18:45:00,7.11,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,2,2680,4713,22.34,Viernes,2020-01-31 18:45:00,5.28,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023,2,2707,1260,13.85,Viernes,2020-01-31 18:45:00,8.37,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2023,2,2705,1540,25.6,Viernes,2020-02-28 19:45:00,5.23,86,19:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2023,2,713026,246235,1941.81,Viernes,2020-02-28 19:45:00,22.29,86,19:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2023,2,9126,354,45.81,Viernes,2020-01-31 23:45:00,9.02,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,PITAL (BUENAVENTURA - VALLE DEL CAUCA),2023,2,4004,684,16.36,Viernes,2020-01-31 23:45:00,11.0,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023,2,95317,32134,212.61,Viernes,2020-01-31 23:45:00,23.06,76,23:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109030,PUNTA SOLDADO (BUENAVENTURA - VALLE DEL CAUCA),2023,2,3594,1357,23.1,Viernes,2020-01-31 23:45:00,9.55,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023,2,5003,2109,33.89,Viernes,2020-01-31 23:45:00,6.48,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2023,2,19177,7797,93.54,Jueves,2020-02-27 19:00:00,9.26,97,19:00:00,0
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2023,2,1257402,353503,2811.97,Jueves,2020-02-27 19:00:00,24.0,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2023,2,27764,8917,116.25,Jueves,2020-02-27 19:00:00,11.05,97,19:00:00,0
VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2023,2,317052,129232,679.8,Viernes,2020-02-14 18:30:00,23.58,99,18:30:00,2
VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2023,2,341866,138649,703.82,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2023,2,33007,12054,109.65,Viernes,2020-02-14 18:30:00,14.03,99,18:30:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023,2,2304587,753201,4727.36,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2023,2,96580,47,369.7,Viernes,2020-02-14 18:30:00,17.47,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2023,3,3917986,1104048,7734.83,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2023,3,118535,41866,238.83,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2023,3,27972,12997,105.42,Domingo,2020-02-16 14:15:00,10.15,91,14:15:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023,3,5317,1026,41.15,Jueves,2020-01-23 21:45:00,6.35,5,21:45:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023,3,1139382,246072,1873.93,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,2
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,3,62498,37175,190.64,Jueves,2020-01-30 19:00:00,13.34,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023,3,6068,2414,18.75,Jueves,2020-01-30 19:00:00,14.15,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,3,5810,1960,17.76,Jueves,2020-01-30 19:00:00,13.45,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,3,18036,6919,92.7,Martes,2020-01-21 19:15:00,8.03,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,3,14812,5782,40.46,Martes,2020-01-21 19:15:00,17.19,18,19:15:00,2
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,3,5372,2251,47.4,Martes,2020-01-21 19:15:00,5.21,18,19:15:00,0
CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2023,3,8947,4328,45.84,Miércoles,2020-01-15 18:45:00,9.22,19,18:45:00,0
CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2023,3,11443,5932,56.76,Miércoles,2020-01-15 18:45:00,8.29,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418011,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2023,3,4883,1670,28.29,Miércoles,2020-01-15 18:45:00,7.27,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2023,3,4114,2027,29.82,Miércoles,2020-01-15 18:45:00,6.01,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2023,3,6528,2003,42.4,Miércoles,2020-01-15 18:45:00,6.15,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2023,3,4172,1189,26.34,Miércoles,2020-01-15 18:45:00,6.23,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2023,3,6017,4289,30.8,Miércoles,2020-01-15 18:45:00,7.19,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2023,3,3391,1561,41.33,Miércoles,2020-01-15 18:45:00,3.19,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023,3,5212,1884,177.41,Miércoles,2020-01-15 18:45:00,1.25,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023,3,3811,1892,21.96,Miércoles,2020-01-15 18:45:00,6.24,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2023,3,707587,224618,1220.74,Viernes,2020-01-17 20:45:00,23.39,27,20:45:00,2
CHOCO,27006,ACANDI,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2023,3,23175,8659,128.26,Viernes,2020-01-17 20:45:00,8.46,27,20:45:00,0
CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2023,3,52024,16650,119.15,Viernes,2020-01-17 20:45:00,23.55,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023,3,170570,66573,348.48,Viernes,2020-01-17 20:45:00,23.45,27,20:45:00,2
